Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value,Sources
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/28/15,8/28/15,0.208087582,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/29/15,8/29/15,0.202532335,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/30/15,8/30/15,0.20560856,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,8/31/15,8/31/15,0.205182017,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/1/15,9/1/15,0.242077917,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/2/15,9/2/15,0.266165122,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/3/15,9/3/15,0.241882626,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/4/15,9/4/15,0.233337519,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/5/15,9/5/15,0.233923596,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/6/15,9/6/15,0.225884572,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/7/15,9/7/15,0.234826372,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/8/15,9/8/15,0.234174422,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/9/15,9/9/15,0.264935655,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/10/15,9/10/15,0.265125906,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/11/15,9/11/15,0.236612077,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/12/15,9/12/15,0.231037834,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/13/15,9/13/15,0.228201063,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/14/15,9/14/15,0.221359874,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/15/15,9/15/15,0.222185612,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/16/15,9/16/15,0.216540573,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/17/15,9/17/15,0.272379574,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/18/15,9/18/15,0.271395912,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/19/15,9/19/15,0.234744461,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/20/15,9/20/15,0.220771963,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/21/15,9/21/15,0.207973925,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/22/15,9/22/15,0.246535737,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/23/15,9/23/15,0.246621851,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/24/15,9/24/15,0.260245151,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/25/15,9/25/15,0.258336509,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/26/15,9/26/15,0.24140113,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/27/15,9/27/15,0.297808342,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/28/15,9/28/15,0.299311186,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/29/15,9/29/15,0.246781383,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,9/30/15,9/30/15,0.232386522,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/1/15,10/1/15,0.231583505,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/2/15,10/2/15,0.26083903,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/3/15,10/3/15,0.26322754,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/4/15,10/4/15,0.241801674,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/5/15,10/5/15,0.246915872,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/6/15,10/6/15,0.245895097,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/7/15,10/7/15,0.2622558,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/8/15,10/8/15,0.26419276,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/9/15,10/9/15,0.241211557,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/10/15,10/10/15,0.231415931,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/11/15,10/11/15,0.231413885,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/12/15,10/12/15,0.26030734,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/13/15,10/13/15,0.296700694,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/14/15,10/14/15,0.264535622,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/15/15,10/15/15,0.254165734,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/16/15,10/16/15,0.253784636,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/17/15,10/17/15,0.242910869,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/18/15,10/18/15,0.281034787,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/19/15,10/19/15,0.27831443,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/20/15,10/20/15,0.294074942,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/21/15,10/21/15,0.293480365,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/22/15,10/22/15,0.286269743,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/23/15,10/23/15,0.342344256,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/24/15,10/24/15,0.337188824,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/25/15,10/25/15,0.346056542,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/26/15,10/26/15,0.352572046,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/27/15,10/27/15,0.332922431,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/28/15,10/28/15,0.338165759,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/29/15,10/29/15,0.338165759,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/30/15,10/30/15,0.333237935,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,10/31/15,10/31/15,0.339682206,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/1/15,11/1/15,0.314916414,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/2/15,11/2/15,0.31552092,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/3/15,11/3/15,0.316328677,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/4/15,11/4/15,0.274641796,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/5/15,11/5/15,0.319390027,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/6/15,11/6/15,0.315560313,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/7/15,11/7/15,0.295436181,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/8/15,11/8/15,0.295071291,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/9/15,11/9/15,0.26772381,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/10/15,11/10/15,0.279365294,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/11/15,11/11/15,0.279022035,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/12/15,11/12/15,0.254393131,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/13/15,11/13/15,0.244466987,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/14/15,11/14/15,0.228219902,"SMOS,Gro Intelligence"
Soil Moisture,Soil moisture,South Sudan,,cubic meters per cubic meters,daily,11/15/15,11/15/15,0.233214202,"SMOS,Gro Intelligence"
